,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
1128,Jet Airways,15/5/2019,,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0
1129,IndiGo,9/5/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,7h 5m,1 stop,No info,6818.0
1130,Air India,27/5/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,28/5/2023 7:40,20h 45m,2 stops,No info,13643.0
1131,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,7:00,21:00,14h,1 stop,No info,6358.0
1132,Jet Airways,1/6/2019,Delhi,Cochin,,13:00,19:00,6h,1 stop,No info,14714.0
1133,SpiceJet,21/4/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No info,6460.0
1134,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13/5/2023 12:00,14h 50m,1 stop,In-flight meal not included,9663.0
1135,Jet Airways,21/5/2019,Kolkata,Banglore,CCU → BOM → BLR,,22/5/2023 10:05,,1 stop,,13941.0
1136,Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,19:45,28/3/2023 19:45,24h,1 stop,In-flight meal not included,5963.0
1137,Jet Airways,15/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,16/6/2023 12:35,17h 5m,2 stops,No info,13014.0
1138,Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10/5/2023 9:20,16h 50m,1 stop,In-flight meal not included,9663.0
1139,IndiGo,6/4/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423.0
1140,Jet Airways,6/5/2019,Delhi,,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,21219.0
1141,IndiGo,24/5/2019,Delhi,Cochin,DEL → BOM → COK,18:35,25/5/2023 1:30,6h 55m,1 stop,No info,7503.0
1142,,24/6/2019,Kolkata,Banglore,CCU → BLR,21:25,25/6/2023 0:05,2h 40m,non-stop,No info,4804.0
1143,Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,10/5/2023 12:35,26h 55m,2 stops,No info,15129.0
1144,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:10,21:20,14h 10m,2 stops,No info,6197.0
1145,SpiceJet,27/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0
1146,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,9100.0
1147,Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4050.0
1148,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,7/6/2023 1:30,15h 30m,1 stop,No info,7723.0
1149,Jet Airways,9/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,10/5/2023 19:00,19h 55m,2 stops,No info,15129.0
1150,Jet Airways,18/5/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,In-flight meal not included,12373.0
1151,IndiGo,3/5/2019,Banglore,Delhi,BLR → DEL,23:30,4/5/2023 2:20,2h 50m,non-stop,No info,4591.0
1152,SpiceJet,9/3/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,6300.0
1153,Air India,24/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5176.0
1154,Multiple carriers,15/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,12717.0
1155,Air India,18/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,,
1156,SpiceJet,,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,6749.0
1157,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → GAU → BLR,,17:35,7h 15m,1 stop,In-flight meal not included,7064.0
1158,Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,12:35,5h 30m,1 stop,No info,16289.0
1159,IndiGo,15/3/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,6297.0
1160,Jet Airways,12/5/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,,5678.0
1161,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,2/5/2023 9:20,13h 20m,1 stop,No info,14388.0
1162,Jet Airways,18/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,No info,7229.0
1163,IndiGo,24/3/2019,Kolkata,Banglore,CCU → BBI → BLR,11:55,16:25,4h 30m,1 stop,No info,9806.0
1164,IndiGo,6/6/2019,Delhi,Cochin,DEL → LKO → COK,21:50,7/6/2023 3:35,5h 45m,1 stop,No info,6195.0
1165,Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/6/2023 18:15,23h 20m,1 stop,No info,
1166,Jet Airways,27/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,28/6/2023 4:25,16h 40m,2 stops,No info,
1167,Jet Airways,24/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,10:45,5h,1 stop,In-flight meal not included,8147.0
1168,Air India,9/4/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,10/4/2023 7:40,14h 25m,,No info,8052.0
1169,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13h 20m,1 stop,No info,14781.0
1170,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,22:05,12h 30m,1 stop,No info,14151.0
1171,IndiGo,18/5/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6704.0
1172,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,,27h 35m,1 stop,In-flight meal not included,9663.0
1173,IndiGo,18/3/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,4462.0
1174,Jet Airways,21/3/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,22/3/2023 4:25,17h 40m,2 stops,In-flight meal not included,8367.0
1175,Jet Airways,9/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,10/6/2023 4:25,21h 40m,2 stops,,13376.0
1176,Jet Airways,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22/5/2023 9:45,13h 20m,1 stop,No info,13067.0
1177,IndiGo,21/5/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224.0
1178,Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,16:00,22/3/2023 1:35,9h 35m,1 stop,No info,13542.0
1179,,24/5/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,3419.0
1180,Multiple carriers,6/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,21:20,11h 35m,2 stops,No info,10444.0
1181,IndiGo,1/6/2019,Kolkata,Banglore,CCU → BLR,9:35,12:10,2h 35m,non-stop,No info,4804.0
1182,Jet Airways,21/5/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995.0
1183,SpiceJet,27/4/2019,Delhi,Cochin,,17:55,22:50,4h 55m,1 stop,No info,4957.0
1184,Jet Airways,9/5/2019,Delhi,,DEL → BOM → COK,20:55,10/5/2023 4:25,7h 30m,1 stop,No info,
1185,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,2/5/2023 12:00,16h,1 stop,In-flight meal not included,9663.0
1186,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19/5/2023 9:45,24h 10m,1 stop,No info,14151.0
1187,IndiGo,6/6/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3h 15m,non-stop,No info,5601.0
1188,Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:15,12h 35m,1 stop,No info,7787.0
1189,Air India,21/3/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1 stop,No info,5092.0
1190,Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,7/6/2023 9:20,12h 10m,1 stop,In-flight meal not included,10844.0
1191,Multiple carriers,9/3/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,10/3/2023 1:35,7h 45m,2 stops,No info,23583.0
1192,Air India,12/5/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,13/5/2023 18:30,30h 30m,2 stops,No info,10676.0
1193,SpiceJet,6/6/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,10156.0
1194,Air Asia,6/3/2019,Delhi,Cochin,DEL → BLR → COK,16:45,7/3/2023 7:10,14h 25m,1 stop,No info,8627.0
1195,Air Asia,21/5/2019,Kolkata,,CCU → BLR,,12:15,2h 30m,non-stop,,4409.0
1196,,18/5/2019,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6h 25m,1 stop,No info,
1197,Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,13/3/2023 12:25,15h,1 stop,No info,13817.0
1198,Air India,9/5/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,10/5/2023 7:40,18h 20m,2 stops,No info,13538.0
1199,Air India,,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,10/5/2023 7:55,19h 55m,2 stops,No info,9416.0
1200,Jet Airways,27/4/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0
1201,Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,13h 15m,1 stop,No info,10203.0
1202,IndiGo,21/5/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22/5/2023 0:55,8h 45m,1 stop,No info,6778.0
1203,IndiGo,15/6/2019,Mumbai,Hyderabad,,12:00,13:30,1h 30m,non-stop,No info,2754.0
1204,Air India,1/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14h 35m,2 stops,No info,10991.0
1205,Vistara,27/5/2019,Banglore,Delhi,BLR → DEL,11:30,,2h 50m,non-stop,No info,4668.0
1206,SpiceJet,3/6/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,5726.0
1207,Air India,12/6/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,23:15,13h 25m,2 stops,No info,14960.0
1208,Air India,21/5/2019,Delhi,Cochin,DEL → MAA → COK,20:40,22/5/2023 9:25,12h 45m,1 stop,No info,7480.0
1209,Air Asia,21/5/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4107.0
1210,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,2/5/2023 9:45,24h 10m,1 stop,No info,11467.0
1211,IndiGo,27/4/2019,Delhi,Cochin,DEL → MAA → COK,2:00,7:25,5h 25m,1 stop,No info,5796.0
1212,Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,2:15,19:00,16h 45m,1 stop,In-flight meal not included,10262.0
1213,Air India,27/6/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,28/6/2023 7:40,26h 25m,3 stops,No info,11543.0
1214,IndiGo,24/4/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,,1 stop,No info,5298.0
1215,Air Asia,27/4/2019,Delhi,Cochin,DEL → BLR → COK,20:45,28/4/2023 7:10,10h 25m,1 stop,,6451.0
1216,,9/6/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,
1217,Jet Airways,27/3/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2071.0
1218,IndiGo,15/5/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,2h 45m,non-stop,No info,4804.0
1219,Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,13h 30m,1 stop,No info,7005.0
1220,Jet Airways,,Banglore,New Delhi,BLR → BOM → DEL,5:45,12:25,6h 40m,1 stop,No info,12284.0
1221,Air India,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:00,20:25,13h 25m,1 stop,No info,10203.0
1222,IndiGo,27/5/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938.0
1223,Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,13/6/2023 1:30,15h 30m,1 stop,No info,13377.0
1224,Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,9:15,19:15,10h,1 stop,No info,9779.0
1225,Air India,15/5/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0
1226,Jet Airways,3/4/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544.0
1227,Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,28/6/2023 4:25,6h 35m,1 stop,No info,16079.0
1228,Jet Airways,1/4/2019,Kolkata,,CCU → BOM → BLR,16:30,2/4/2023 19:50,27h 20m,1 stop,In-flight meal not included,7064.0
1229,Jet Airways,18/5/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,15554.0
1230,SpiceJet,18/5/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0
1231,Air India,18/4/2019,,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121.0
1232,IndiGo,27/3/2019,Delhi,Cochin,DEL → BOM → COK,8:25,15:30,7h 5m,1 stop,No info,8075.0
1233,Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,4/6/2023 1:30,14h,1 stop,No info,13377.0
1234,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14571.0
1235,SpiceJet,24/4/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,,3919.0
1236,Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,25/3/2023 4:45,9h 50m,1 stop,No info,14231.0
1237,IndiGo,15/3/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,,No info,2754.0
1238,Air India,21/5/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,8067.0
1239,Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:40,15h 30m,1 stop,No info,8452.0
1240,Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,7/3/2023 11:25,21h 20m,1 stop,No info,15025.0
1241,Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:55,16:10,7h 15m,1 stop,No info,26890.0
1242,Jet Airways,,Delhi,Cochin,DEL → BOM → COK,13:00,18:50,5h 50m,1 stop,In-flight meal not included,15103.0
1243,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,25/5/2023 4:40,14h 35m,1 stop,In-flight meal not included,
1244,Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7h 55m,1 stop,In-flight meal not included,10844.0
1245,Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,21:50,22/5/2023 4:25,6h 35m,1 stop,In-flight meal not included,12898.0
1246,Jet Airways,12/5/2019,,Banglore,CCU → BOM → BLR,6:30,13/5/2023 8:15,25h 45m,1 stop,In-flight meal not included,8586.0
1247,Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,8:30,19:00,10h 30m,1 stop,No info,11622.0
1248,Air India,6/5/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,7/5/2023 19:15,30h 55m,2 stops,No info,13538.0
1249,Jet Airways,1/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,2/6/2023 4:25,,2 stops,No info,13014.0
1250,Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10/5/2023 10:05,15h 10m,1 stop,No info,13941.0
1251,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19/5/2023 10:55,25h 20m,1 stop,No info,14151.0
1252,Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,22/3/2023 1:35,8h 5m,1 stop,No info,13542.0
1253,,21/3/2019,Delhi,Cochin,DEL → HYD → COK,6:40,22:20,15h 40m,1 stop,No info,6558.0
1254,Air Asia,18/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,11h 50m,1 stop,No info,5192.0
1255,Vistara,1/6/2019,Banglore,Delhi,BLR → DEL,,9:40,2h 40m,non-stop,,4878.0
1256,Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,15:00,28/5/2023 12:35,21h 35m,1 stop,In-flight meal not included,
1257,Air India,9/6/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7384.0
1258,GoAir,3/5/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,3898.0
1259,Air Asia,6/5/2019,Banglore,Delhi,BLR → DEL,23:55,7/5/2023 2:45,2h 50m,non-stop,No info,3383.0
1260,IndiGo,24/6/2019,Delhi,Cochin,DEL → BOM → COK,6:40,21:00,14h 20m,1 stop,No info,6093.0
1261,Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,No info,12192.0
1262,Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,12:50,13/6/2023 1:30,12h 40m,1 stop,No info,6795.0
1263,Jet Airways,18/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,16/3/2023 7:40,24h 40m,1 stop,No info,11455.0
1264,IndiGo,1/6/2019,Chennai,Kolkata,MAA → CCU,15:40,18:25,2h 45m,non-stop,No info,3540.0
1265,Multiple carriers,27/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,15898.0
1266,Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,9718.0
1267,GoAir,15/5/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,16/5/2023 0:15,7h 35m,1 stop,No info,7831.0
1268,IndiGo,3/6/2019,Delhi,Cochin,DEL → BOM → COK,8:30,21:00,12h 30m,1 stop,No info,6416.0
1269,Vistara,27/3/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2h 15m,non-stop,No info,3739.0
1270,Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,,16h 15m,1 stop,No info,8085.0
1271,,3/5/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0
1272,Jet Airways,9/6/2019,Delhi,,DEL → NAG → BOM → COK,14:35,10/6/2023 12:35,22h,2 stops,No info,13376.0
1273,Vistara,15/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,16/5/2023 10:45,14h 25m,1 stop,No info,8452.0
1274,Jet Airways,6/6/2019,Kolkata,Banglore,,20:00,7/6/2023 22:35,26h 35m,1 stop,In-flight meal not included,10844.0
1275,Vistara,27/3/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,,4851.0
1276,Multiple carriers,15/6/2019,Delhi,Cochin,DEL → BOM → COK,19:00,16/6/2023 1:30,6h 30m,1 stop,No info,6795.0
1277,IndiGo,18/5/2019,Banglore,Delhi,BLR → DEL,8:30,11:20,2h 50m,,No info,
1278,Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,20:55,10/6/2023 4:25,7h 30m,1 stop,In-flight meal not included,10577.0
1279,Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,20:50,28/3/2023 19:45,22h 55m,1 stop,No info,12032.0
1280,Air Asia,1/6/2019,Delhi,Cochin,DEL → BLR → COK,7:55,13:25,5h 30m,1 stop,No info,9330.0
1281,Vistara,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:55,5h 55m,1 stop,No info,8977.0
1282,Multiple carriers,1/6/2019,Delhi,Cochin,,12:50,21:00,8h 10m,1 stop,No info,7005.0
1283,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,
1284,Multiple carriers,24/6/2019,Delhi,Cochin,DEL → BOM → COK,3:50,12:35,8h 45m,1 stop,No info,12192.0
1285,Air India,,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,4441.0
1286,Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,,19:15,8h 40m,1 stop,No info,7575.0
1287,IndiGo,21/6/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,2h 35m,non-stop,No info,4804.0
1288,SpiceJet,6/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No info,3597.0
1289,Air India,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,7/6/2023 20:25,26h 55m,1 stop,No info,10413.0
1290,,9/6/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,No info,8016.0
1291,Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10/6/2023 12:00,16h,1 stop,In-flight meal not included,10844.0
1292,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,13/5/2023 9:20,16h 50m,1 stop,In-flight meal not included,9663.0
1293,IndiGo,18/5/2019,Delhi,Cochin,DEL → BOM → COK,20:25,19/5/2023 1:30,5h 5m,1 stop,No info,6069.0
1294,IndiGo,27/5/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442.0
1295,Multiple carriers,1/6/2019,Delhi,,DEL → BOM → COK,9:00,21:00,12h,1 stop,,13587.0
1296,Air India,9/5/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,
1297,Jet Airways,21/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,18:15,11h 45m,1 stop,No info,14781.0
1298,Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,21:50,22/5/2023 19:00,21h 10m,1 stop,In-flight meal not included,12898.0
1299,IndiGo,18/6/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804.0
1300,SpiceJet,15/4/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No info,4174.0
1301,IndiGo,24/5/2019,Banglore,Delhi,BLR → DEL,23:30,25/5/2023 2:20,,non-stop,No info,4591.0
1302,Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,7/5/2023 19:50,27h 20m,1 stop,In-flight meal not included,9663.0
1303,Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10h 30m,1 stop,No info,8266.0
1304,IndiGo,6/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823.0
1305,Air India,21/5/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094.0
1306,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25/5/2023 4:40,7h 30m,,No info,14178.0
1307,Jet Airways,9/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,10/6/2023 12:35,29h 50m,2 stops,No info,13376.0
1308,Air India,24/3/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,2575.0
1309,Vistara,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,7:30,19:55,12h 25m,1 stop,No info,12395.0
1310,IndiGo,27/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,21:00,11h 50m,1 stop,No info,10351.0
1311,Air Asia,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15h 55m,1 stop,No info,5192.0
1312,Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7670.0
1313,Air India,18/3/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,16/3/2023 22:10,35h 5m,2 stops,No info,11161.0
1314,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,25/5/2023 18:00,21h 35m,1 stop,No info,14151.0
1315,IndiGo,6/5/2019,Kolkata,Banglore,CCU → HYD → BLR,,20:05,4h 50m,1 stop,,4775.0
1316,Air India,6/3/2019,Delhi,,DEL → HYD → MAA → COK,13:05,7/3/2023 9:25,20h 20m,2 stops,No info,12865.0
1317,Air India,6/3/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,5462.0
1318,SpiceJet,9/3/2019,Delhi,Cochin,DEL → MAA → COK,6:10,11:20,5h 10m,1 stop,No info,8382.0
1319,Jet Airways,24/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544.0
1320,Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544.0
1321,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,
1322,SpiceJet,27/5/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,5158.0
1323,Jet Airways,21/3/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678.0
1324,Jet Airways,9/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804.0
1325,IndiGo,3/6/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1h 30m,non-stop,No info,4049.0
1326,IndiGo,24/3/2019,Kolkata,Banglore,CCU → BLR,10:10,,2h 45m,non-stop,No info,6565.0
1327,,18/5/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19/5/2023 12:35,18h 20m,1 stop,In-flight meal not included,12373.0
1328,Air India,,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,4441.0
1329,SpiceJet,18/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0
1330,Jet Airways,18/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678.0
1331,Air India,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,10/3/2023 9:25,23h 40m,2 stops,No info,10660.0
1332,Jet Airways,21/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4544.0
1333,IndiGo,24/5/2019,Banglore,Delhi,BLR → DEL,8:30,11:20,2h 50m,non-stop,No info,4823.0
1334,Air India,9/5/2019,,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8h 45m,2 stops,No info,14214.0
1335,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7h 55m,1 stop,,14781.0
